Název simulace;ID sady atributů;Název scénáře;Typ entity;Útok Min;Útok Max;Obrana;Rychlost;Dosah;Kritická šance (násobitel);Úhyb (%);Maximální životy;Cena (surovina:množství);Cena za kolo (surovina:množství)
Válečník_vs_Lovec;5.;rovina;lovec;6;8;3;8;5;2.0;0.2;10;{'jidlo': 60, 'drevo': 40, 'kamen': 0};{'jidlo': 3, 'drevo': 1}
Válečník_vs_Lovec;5.;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Lovec;5.;hora;lovec;6;8;3;8;5;2.0;0.2;10;{'jidlo': 60, 'drevo': 40, 'kamen': 0};{'jidlo': 3, 'drevo': 1}
Válečník_vs_Lovec;6.lovec_def_-1;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Lovec;6.lovec_def_-1;rovina;lovec;6;8;2;8;5;2.0;0.2;10;{'jidlo': 60, 'drevo': 40, 'kamen': 0};{'jidlo': 3, 'drevo': 1}
Válečník_vs_Lovec;6.lovec_def_-1;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Lovec;6.lovec_def_-1;hora;lovec;6;8;2;8;5;2.0;0.2;10;{'jidlo': 60, 'drevo': 40, 'kamen': 0};{'jidlo': 3, 'drevo': 1}
Válečník_vs_Ostrostřelec;1.zaklad;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;1.zaklad;rovina;ostrostrelec;8;10;2;6;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;1.zaklad;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;1.zaklad;hora;ostrostrelec;8;10;2;6;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;2.oslabeni;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;2.oslabeni;rovina;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;2.oslabeni;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;2.oslabeni;hora;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;3.posileni_barbar_lovec;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;3.posileni_barbar_lovec;rovina;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;3.posileni_barbar_lovec;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;3.posileni_barbar_lovec;hora;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;4.rytir_barbar;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;4.rytir_barbar;rovina;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;4.rytir_barbar;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;4.rytir_barbar;hora;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;5.;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;5.;rovina;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;5.;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;5.;hora;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;6.lovec_def_-1;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;6.lovec_def_-1;rovina;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Ostrostřelec;6.lovec_def_-1;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Ostrostřelec;6.lovec_def_-1;hora;ostrostrelec;8;10;2;5;8;1.5;0.05;10;{'jidlo': 80, 'drevo': 60, 'kamen': 40};{'jidlo': 4, 'drevo': 2}
Válečník_vs_Rytíř;1.zaklad;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;1.zaklad;rovina;rytir;7;10;6;4;1;1.5;0.01;20;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;1.zaklad;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;1.zaklad;hora;rytir;7;10;6;4;1;1.5;0.01;20;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;2.oslabeni;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;2.oslabeni;rovina;rytir;7;10;5;4;1;1.2;0.01;20;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;2.oslabeni;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;2.oslabeni;hora;rytir;7;10;5;4;1;1.2;0.01;20;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;3.posileni_barbar_lovec;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;3.posileni_barbar_lovec;rovina;rytir;7;10;5;4;1;1.2;0.01;20;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;3.posileni_barbar_lovec;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;3.posileni_barbar_lovec;hora;rytir;7;10;5;4;1;1.2;0.01;20;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;4.rytir_barbar;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;4.rytir_barbar;rovina;rytir;7;10;5;4;1;1.2;0.01;18;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;4.rytir_barbar;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;4.rytir_barbar;hora;rytir;7;10;5;4;1;1.2;0.01;18;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;5.;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;5.;rovina;rytir;7;10;5;4;1;1.2;0.05;18;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;5.;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;5.;hora;rytir;7;10;5;4;1;1.2;0.05;18;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;6.lovec_def_-1;rovina;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;6.lovec_def_-1;rovina;rytir;7;10;5;4;1;1.2;0.05;18;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
Válečník_vs_Rytíř;6.lovec_def_-1;hora;valecnik;6;8;4;6;1;1.2;0.05;15;{'jidlo': 60, 'drevo': 30, 'kamen': 0};{'jidlo': 3}
Válečník_vs_Rytíř;6.lovec_def_-1;hora;rytir;7;10;5;4;1;1.2;0.05;18;{'jidlo': 120, 'drevo': 50, 'kamen': 30};{'jidlo': 4, 'kamen': 1}
